product,price,MRP,ratings
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
acer Aspire 3 Pentium Quad Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Thin and Light Laptop,"₹25,990","₹37,990",
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,"₹3,03,990","₹3,29,900",4.3
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
ASUS Zenbook 14 OLED (2023) Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM551W...,"₹74,990","₹1,16,990",
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,"₹38,990","₹49,613",4.1
Lenovo Yoga Slim 7 ProX Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"₹1,59,990","₹2,15,890",
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
acer Predator Helios Neo 16 Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹1,24,990","₹1,56,999",
ASUS ROG Flow Z13 (2022) with RTX 3080 eGPU Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Gr...,"₹3,04,980","₹3,83,990",
Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹97,990","₹1,35,690",
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,"₹58,490","₹81,487",3.9
DELL Alienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹3,00,490","₹3,91,378",
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEvo A13MT-278IN Thin and Light L...,"₹1,44,990","₹1,62,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
MSI Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-288IN Thin and Light Laptop,"₹77,990","₹87,990",
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,"₹35,990","₹56,800",5
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹1,05,990","₹1,20,056",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...,"₹97,990","₹1,20,990",
MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) Summit E16Flip A13VET-068IN Laptop,"₹1,89,990",,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,"₹2,39,990","₹2,59,900",4.8
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
HP 15s Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Thin and ...,"₹54,990","₹74,176",4
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,"₹42,490","₹63,790",4.4
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹1,04,990","₹1,49,187",3.6
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
Lenovo Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹1,31,990","₹1,86,090",
DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,"₹62,990","₹1,07,786",3.8
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home...,"₹1,99,990","₹2,54,990",
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹94,989","₹1,37,990",4.3
HP Pavilion Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RT...,"₹69,057","₹87,152",4.1
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,06,198","₹1,21,355",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,"₹41,990","₹59,990",4
DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-...,"₹66,990","₹1,01,681",4.7
ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3-3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ331WS Thi...,"₹34,990","₹49,990",4.3
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
HP Victus Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹67,990","₹80,586",4.3
DELL Vostro Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) Vostro 3405 Thin and Light Laptop,"₹46,490","₹61,740",4.2
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) f2002TU L...,"₹1,68,617",,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
MSI Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-291IN Thin and Light Laptop,"₹64,990",,
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹64,990","₹83,990",4.3
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 15ALC05 Thin a...,"₹66,999","₹95,090",3.8
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"₹56,989","₹77,990",4
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"₹56,990","₹93,690",4.1
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,"₹1,99,990","₹2,42,990",
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272...,"₹1,35,990","₹1,56,990",4
DELL Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,"₹37,490","₹50,852",4.4
DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,"₹41,490","₹53,800",3.3
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 L...,"₹98,990","₹1,30,090",
Lenovo IdeaPad 3 Intel Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and ...,"₹25,940","₹40,490",4
MSI Core i7 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹72,990","₹89,990",4.3
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,"₹74,990","₹99,290",
HP Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light Laptop,"₹86,999","₹1,02,918",
DELL Alienware Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,54,990","₹1,89,990",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
ASUS Ryzen 7 Dual Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FA577RE-HN055WS Lap...,"₹84,419","₹1,41,990",
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,"₹57,990","₹75,649",4.1
SAMSUNG Galaxy Book2 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP750XED-KC3IN Thin and Lig...,"₹63,990","₹88,990",4.5
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i7 13th Gen - (16 GB/1 TB SSD/Win...","₹1,29,990","₹1,58,990",
ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,"₹1,29,990","₹1,59,990",4.4
MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,"₹74,990","₹83,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,"₹1,10,490","₹1,43,036",5
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAL7 Thin and Light Laptop,"₹1,19,990","₹1,53,890",
DELL Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop,"₹40,990","₹53,774",3.6
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹81,990","₹1,03,990",4.3
acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"₹47,990","₹59,999",2.7
ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-EC0521 Chromebook,"₹25,990","₹29,990",4.2
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7-6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,27,990","₹1,77,990",
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹77,990","₹93,197",
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in ...,"₹78,061","₹98,833",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,"₹72,990","₹1,12,990",4.5
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4...,"₹87,486","₹1,35,000",
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹38,690","₹50,132",4.6
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,"₹62,990","₹68,142",4.3
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop,"₹31,490","₹36,923",3.6
HP Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Laptop,"₹46,999","₹54,552",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"₹1,04,990","₹1,36,990",4.4
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,"₹50,990","₹67,990",4
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,59,990","₹2,18,290",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
ASUS VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and ...,"₹48,100","₹66,990",4.4
MSI Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹64,990","₹80,990",4.3
HP MediaTek Kompanio 1200 - (8 GB/256 GB SSD/Chrome OS) 13b-ca0006MU Thin and Light Laptop,"₹43,990","₹72,154",
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
HP Victus Ryzen 7 Octa Core 6800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹92,990","₹1,05,823",
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin an...,"₹71,857","₹89,902",
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,"₹1,10,490","₹1,43,036",5
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAL7 Thin and Light Laptop,"₹1,19,990","₹1,53,890",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
HP Victus Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹95,490","₹1,11,500",
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,"₹61,255","₹85,290",
MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,"₹73,990","₹86,990",
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,"₹62,990","₹68,142",4.3
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹38,690","₹50,132",4.6
HP Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Laptop,"₹46,999","₹54,552",
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹77,990","₹93,197",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"₹47,990","₹59,999",2.7
ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-EC0521 Chromebook,"₹25,990","₹29,990",4.2
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,"₹1,09,990","₹1,97,990",4.9
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,54,990","₹1,60,190",3.8
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windo...,"₹2,27,990","₹2,97,990",
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7620 2 in 1 Laptop,"₹88,490","₹1,14,382",
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,"₹34,400","₹54,490",4.2
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QC-L1712WS Laptop,"₹86,840","₹1,05,000",
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Notebook,"₹73,890","₹93,766",5
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS Vivobook 15 Touch Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ311WS Thin and Li...,"₹41,990","₹60,990",4.3
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,"₹69,990","₹1,07,690",4.3
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) GF63 Th...,"₹52,990","₹67,990",4.4
acer Predator Helios 300 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,09,990","₹1,32,394",4.6
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,"₹1,29,350","₹1,70,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
Lenovo Yoga 9i Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14IAP7 Thin and Light Laptop,"₹1,81,001","₹2,37,890",
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹73,490","₹2,87,304",4.1
DELL Inspiron 3501 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Light L...,"₹39,490","₹55,534",4.3
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chrom...,"₹17,990","₹29,990",4
ASUS VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and ...,"₹48,100","₹66,990",4.4
HP MediaTek Kompanio 1200 - (8 GB/256 GB SSD/Chrome OS) 13b-ca0006MU Thin and Light Laptop,"₹43,990","₹72,154",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,"₹69,990","₹1,07,690",4.3
ASUS Zenbook S 13 OLED Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX501WS T...,"₹99,990","₹1,22,990",4.9
DELL Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,"₹41,990","₹59,990",
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) GF63 Th...,"₹52,990","₹67,990",4.4
ASUS Vivobook 14 (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK541WS Thin and...,"₹63,990","₹79,990",
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,"₹92,990","₹1,19,999",
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS Vivobook 15 Touch Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ311WS Thin and Li...,"₹41,990","₹60,990",4.3
ASUS Vivobook 16 (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB741WS L...,"₹70,990","₹87,990",
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop,"₹31,490","₹36,923",3.6
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
acer Core i3 8th Gen - (8 GB/256 GB SSD/Windows 10) SF313-51-30EP Thin and Light Laptop,"₹49,700","₹59,999",
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,"₹34,400","₹54,490",4.2
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7620 2 in 1 Laptop,"₹88,490","₹1,14,382",
acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,"₹59,990","₹79,999",
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,"₹1,59,990","₹2,30,990",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
Lenovo Yoga 9i Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14IAP7 Thin and Light Laptop,"₹1,81,001","₹2,37,890",
ASUS Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Laptop,"₹50,314","₹62,990",
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,"₹43,490","₹56,834",4.4
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1502ZA-EJ302WS Laptop,"₹40,990","₹54,990",4
